permno,PERMCO,HSHRCD,DLSTCD,HTICK,HCOMNAM,HTSYMBOL,HNAICS,HPRIMEXC,HTRDSTAT,HSECSTAT,CUSIP,COMPNO,ISSUNO,HEXCD,HSICCD,NUMNAM,NUMDIS,NUMSHR,NUMDEL,NUMNDI,BEGDAT,ENDDAT,BEGPRC,ENDPRC,BEGRET,ENDRET,BEGVOL,ENDVOL
59328,2367,11,100,INTC,INTEL CORP,INTC,334413,Q,A,R,45814010,60002366,3017,3,3679,3,142,283,1,2765,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1982-11-01,2024-12-31
59345,3359,11,231,,OLD KENT FINANCIAL CORP,,,N,A,R,67983310,60003358,4280,1,6022,3,111,124,1,427,1977-08-02,2001-04-02,1977-08-02,2001-04-02,1977-08-02,2001-04-02,1982-11-01,2001-04-02
59379,2968,11,231,,MELLON FINANCIAL CORP,MEL,522110,N,A,R,58551A10,60002967,3795,1,6021,7,145,222,1,0,1972-12-14,2007-06-29,1972-12-14,2007-06-29,1972-12-14,2007-06-29,1981-07-10,2007-06-29
59408,3151,11,100,BAC,BANK OF AMERICA CORP,BAC,522110,N,A,R,06050510,60003150,4005,1,6029,15,211,450,1,0,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1979-06-05,2024-12-31
59440,3962,11,233,,SAFECO CORP,SAF,524126,N,A,R,78642910,60003961,5039,1,6331,5,148,170,1,1056,1972-12-14,2008-09-22,1972-12-14,2008-09-22,1972-12-14,2008-09-22,1982-11-01,2008-09-22
59459,4293,11,100,TRV,TRAVELERS COMPANIES INC,TRV,524126,N,A,R,89417E10,60004292,5448,1,6331,8,214,445,1,189,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1982-11-01,2024-12-31
60097,2850,12,100,MDT,MEDTRONIC PLC,MDT,339113,N,A,R,G5960L10,60002849,3635,1,3842,12,200,447,1,0,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1977-11-21,2024-12-31
60206,4162,11,100,SNA,SNAP ON INC,SNA,444140,N,A,R,83303410,60004161,5271,1,5251,12,211,450,1,0,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1978-02-27,2024-12-31
60441,20830,11,233,,MIRAGE RESORTS INC,,,N,A,R,60462E10,0,0,1,7999,3,4,136,1,0,1978-08-15,2000-05-31,1978-08-15,2000-05-31,1978-08-15,2000-05-31,1978-08-15,2000-05-31
60442,3685,11,100,PNC,P N C FINANCIAL SERVICES GRP INC,PNC,522110,N,A,R,69347510,70044824,4693,1,6021,9,209,442,1,175,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1982-11-01,2024-12-31
60506,3487,11,100,PCAR,PACCAR INC,PCAR,336110,Q,A,R,69371810,60003486,4437,3,3711,6,268,306,1,1707,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1982-11-01,2024-12-31
60599,20421,11,100,LUMN,LUMEN TECHOLOGIES INC,LUMN,517112,N,A,R,55024110,0,0,1,4812,15,201,456,1,0,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1978-10-24,2024-12-31
60628,1685,11,100,FDX,FEDEX CORP,FDX,492110,N,A,R,31428X10,60001684,2154,1,4513,6,96,440,1,0,1978-04-12,2024-12-31,1978-04-12,2024-12-31,1978-04-12,2024-12-31,1978-12-28,2024-12-31
60871,282,11,100,ADI,ANALOG DEVICES INC,ADI,334413,Q,A,R,03265410,60017759,23966,3,3674,6,102,364,1,437,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1979-04-03,2024-12-31
60943,2636,11,100,LEG,LEGGETT & PLATT INC,LEG,337910,N,A,R,52466010,60002635,3358,1,2515,6,215,444,1,0,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1979-06-25,2024-12-31
60986,3178,11,100,NWL,NEWELL BRANDS INC,NWL,326199,Q,A,R,65122910,60019640,26307,3,3089,10,212,439,1,86,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1979-06-28,2024-12-31
61065,4522,11,233,,TOYS R US INC,TOY,451120,N,A,R,89233510,60004521,5741,1,5945,6,9,211,1,0,1978-04-10,2005-07-21,1978-04-10,2005-07-21,1978-04-10,2005-07-21,1979-06-29,2005-07-21
61241,211,11,100,AMD,ADVANCED MICRO DEVICES INC,AMD,334413,Q,A,R,00790310,60017840,24069,3,3674,6,7,423,1,431,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1979-10-15,2024-12-31
61399,2709,11,100,LOW,LOWES COMPANIES INC,LOW,444180,N,A,R,54866110,60002708,3456,1,5211,6,217,434,1,0,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1979-12-19,2024-12-31
61516,655,11,100,BIO,BIO RAD LABORATORIES INC,BIO,334516,N,A,R,09057220,60000654,0,1,3826,8,4,428,1,0,1980-02-27,2024-12-31,1980-02-27,2024-12-31,1980-02-27,2024-12-31,1980-02-27,2024-12-31
61583,2471,11,241,,FORT JAMES CORP,,,N,A,R,34747110,60002470,3160,1,2676,3,113,151,1,0,1973-03-26,2000-11-27,1973-03-26,2000-11-27,1973-03-26,2000-11-27,1980-01-29,2000-11-27
61621,6333,11,100,PAYX,PAYCHEX INC,PAYX,541219,Q,A,R,70432610,60006308,7981,3,8700,5,155,267,1,1954,1983-08-26,2024-12-31,1983-08-26,2024-12-31,1983-08-26,2024-12-31,1983-08-26,2024-12-31
61663,4517,11,231,,TOSCO CORP,,,N,A,R,89149030,60004516,5733,1,2911,4,52,159,1,0,1972-12-14,2001-09-10,1972-12-14,2001-09-10,1972-12-14,2001-09-10,1980-01-30,2001-09-10
61735,20203,12,100,AON,AON PLC NEW,AON,551112,N,A,R,G0403H10,0,0,1,6719,14,183,439,1,0,1980-06-02,2024-12-31,1980-06-02,2024-12-31,1980-06-02,2024-12-31,1980-06-02,2024-12-31
61743,1285,11,100,DLX,DELUXE CORP,DLX,323111,N,A,R,24801910,60001284,1647,1,2782,6,213,440,1,0,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1980-04-25,2024-12-31
61815,3219,11,231,,NOBLE ENERGY INC,NBL,213112,Q,A,R,65504410,60019497,26130,3,1311,11,193,393,1,15,1972-12-14,2020-10-02,1972-12-14,2020-10-02,1972-12-14,2020-10-02,1980-06-10,2020-10-02
62092,4557,11,100,TMO,THERMO FISHER SCIENTIFIC INC,TMO,334519,N,A,R,88355610,60004556,5782,1,3829,7,65,447,1,0,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1980-08-27,2024-12-31
62148,20370,11,100,CSX,C S X CORP,CSX,482111,Q,A,R,12640810,60018345,24715,3,4011,5,182,412,1,342,1980-11-13,2024-12-31,1980-11-13,2024-12-31,1980-11-13,2024-12-31,1980-11-13,2024-12-31
62308,21764,11,100,GL,GLOBE LIFE INC,GL,524113,N,A,R,37959E10,0,0,1,6311,11,224,434,1,0,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1980-12-31,2024-12-31
62498,4998,11,100,WST,WEST PHARMACEUTICAL SERVICES INC,WST,326299,N,A,R,95530610,60004997,6293,1,3069,10,212,436,1,0,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1980-10-27,2024-12-31
62519,559,11,331,,E N S C O INTERNATIONAL INC,ESV,483111,N,A,R,26874Q10,60000558,730,1,4481,11,54,251,1,0,1980-02-28,2009-12-22,1980-02-28,2009-12-22,1980-02-28,2009-12-22,1981-02-18,2009-12-22
62770,25,11,231,,AMSOUTH BANCORPORATION,ASO,522110,N,A,R,03216510,60000024,32,1,6022,8,144,227,1,0,1972-12-14,2006-11-03,1972-12-14,2006-11-03,1972-12-14,2006-11-03,1981-05-20,2006-11-03
62834,20651,11,233,,ENGELHARD CORP,EC,325998,N,A,R,29284510,0,0,1,2819,5,106,204,1,0,1981-05-27,2006-06-09,1981-05-27,2006-06-09,1981-05-27,2006-06-09,1981-05-27,2006-06-09
63060,4961,11,231,,WENDYS INTERNATIONAL INC,WEN,722211,N,A,R,95059010,60004960,6248,1,5812,4,132,244,1,0,1976-06-09,2008-09-29,1976-06-09,2008-09-29,1976-06-09,2008-09-29,1981-05-27,2008-09-29
63467,3624,11,100,BRO,BROWN & BROWN INC,BRO,524210,N,A,R,11523610,60003623,4613,1,6411,7,173,405,1,128,1981-01-23,2024-12-31,1981-01-23,2024-12-31,1981-01-23,2024-12-31,1982-11-01,2024-12-31
63765,4338,11,231,,SOUTHWESTERN ENERGY CO,SWN,211120,N,A,R,84546710,60004337,5502,1,1311,8,118,435,1,0,1972-12-14,2024-09-30,1972-12-14,2024-09-30,1972-12-14,2024-09-30,1981-12-10,2024-09-30
63830,3499,11,233,,PRECISION CASTPARTS CORP,PCP,331512,N,A,R,74018910,60003498,4449,1,3324,7,164,343,1,163,1972-12-14,2016-01-29,1972-12-14,2016-01-29,1972-12-14,2016-01-29,1982-11-01,2016-01-29
64186,20357,11,100,CI,CIGNA GROUP,CI,524114,N,A,R,12552310,0,0,1,6324,8,134,427,1,0,1982-04-20,2024-12-31,1982-04-20,2024-12-31,1982-04-20,2024-12-31,1982-04-20,2024-12-31
64282,2664,11,100,BBWI,BATH & BODY WORKS INC,BBWI,458110,N,A,R,07083010,60002663,3397,1,5621,13,221,451,1,0,1973-02-09,2024-12-31,1973-02-09,2024-12-31,1973-02-09,2024-12-31,1982-06-10,2024-12-31
64311,21294,11,100,NSC,NORFOLK SOUTHERN CORP,NSC,488510,N,A,R,65584410,0,0,1,4731,5,172,424,1,0,1982-06-25,2024-12-31,1982-06-25,2024-12-31,1982-06-25,2024-12-31,1982-06-25,2024-12-31
64390,3682,11,100,PGR,PROGRESSIVE CORP OH,PGR,524126,N,A,R,74331510,60003681,4687,1,6331,7,178,448,1,92,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1982-11-01,2024-12-31
64451,3720,48,233,,ARCHSTONE SMITH TRUST,ASN,525930,N,A,R,03958310,60003719,4741,1,6798,10,146,240,1,79,1972-12-14,2007-10-05,1972-12-14,2007-10-05,1972-12-14,2007-10-05,1982-11-01,2007-10-05
64565,796,11,231,,COUNTRYWIDE FINANCIAL CORP,CFC,522292,N,A,R,22237210,60000795,1018,1,6162,10,144,256,1,2,1979-03-12,2008-06-30,1979-03-12,2008-06-30,1979-03-12,2008-06-30,1982-11-01,2008-06-30
64629,21175,12,552,,MCDERMOTT INTERNATIONAL INC,MDR,332313,N,A,R,58003770,0,0,1,3443,8,74,367,1,0,1982-12-31,2020-01-21,1982-12-31,2020-01-21,1982-12-31,2020-01-21,1982-12-31,2020-01-21
64653,4289,18,100,PSA,PUBLIC STORAGE,PSA,531110,N,A,R,74460D10,60004288,5443,1,6798,13,181,430,1,0,1980-11-18,2024-12-31,1980-11-18,2024-12-31,1980-11-18,2024-12-31,1982-10-01,2024-12-31
64856,20061,11,231,,ALZA CORP,,,N,A,R,02261510,60014577,0,1,2834,4,7,133,1,0,1983-06-08,2001-06-22,1983-06-08,2001-06-22,1983-06-08,2001-06-22,1983-06-08,2001-06-22
64936,20592,11,100,D,DOMINION ENERGY INC,D,211120,N,A,R,25746U10,0,0,1,1311,10,168,426,1,0,1983-06-02,2024-12-31,1983-06-02,2024-12-31,1983-06-02,2024-12-31,1983-06-02,2024-12-31
64995,2535,11,100,KEY,KEYCORP NEW,KEY,522110,N,A,R,49326710,60002534,3234,1,6021,8,215,442,1,7,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1982-11-01,2024-12-31
65138,606,11,231,,BANK ONE CORP,ONE,522110,N,A,R,06423A10,60000605,785,1,6021,8,144,210,1,15,1972-12-14,2004-06-30,1972-12-14,2004-06-30,1972-12-14,2004-06-30,1982-11-01,2004-06-30
65330,21092,11,233,,LEGG MASON INC,LM,523920,N,A,R,52490110,0,0,1,6282,7,156,369,1,0,1983-08-01,2020-07-31,1983-08-01,2020-07-31,1983-08-01,2020-07-31,1983-08-01,2020-07-31
65402,21625,11,100,AOS,SMITH A O CORP,AOS,335220,N,A,R,83186520,0,0,1,3639,9,171,424,1,0,1983-09-30,2024-12-31,1983-09-30,2024-12-31,1983-09-30,2024-12-31,1983-09-30,2024-12-31
65541,5780,11,100,COO,COOPER COMPANIES INC,COO,339115,Q,A,R,21664850,60018295,24652,3,3851,9,73,422,1,47,1983-01-21,2024-12-31,1983-01-21,2024-12-31,1983-01-21,2024-12-31,1983-01-21,2024-12-31
65787,21782,11,233,,TRIBUNE COMPANY NEW,TRB,511110,N,A,R,89604710,0,0,1,2711,3,99,213,1,0,1983-10-12,2007-12-20,1983-10-12,2007-12-20,1983-10-12,2007-12-20,1983-10-12,2007-12-20
65875,20288,11,100,VZ,VERIZON COMMUNICATIONS INC,VZ,517121,N,A,R,92343V10,0,0,1,4813,13,170,424,1,0,1984-02-16,2024-12-31,1984-02-16,2024-12-31,1984-02-16,2024-12-31,1984-02-16,2024-12-31
65883,20290,11,231,,BELLSOUTH CORP,BLS,517212,N,A,R,07986010,0,0,1,4812,8,96,203,1,0,1984-02-16,2006-12-29,1984-02-16,2006-12-29,1984-02-16,2006-12-29,1984-02-16,2006-12-29
65947,2105,18,100,WELL,WELLTOWER INC,WELL,531110,N,A,R,95040Q10,60002104,2684,1,6513,12,191,438,1,7,1978-02-17,2024-12-31,1978-02-17,2024-12-31,1978-02-17,2024-12-31,1982-11-01,2024-12-31
66093,21645,11,100,T,A T & T INC,T,517121,N,A,R,00206R10,0,0,1,4812,12,170,423,1,0,1984-02-16,2024-12-31,1984-02-16,2024-12-31,1984-02-16,2024-12-31,1984-02-16,2024-12-31
66114,21726,11,233,,TEMPLE INLAND INC,TIN,322130,N,A,R,87986810,0,0,1,2631,5,120,269,1,0,1984-01-27,2012-02-10,1984-01-27,2012-02-10,1984-01-27,2012-02-10,1984-01-27,2012-02-10
66122,21830,11,231,,U S WEST INC NEW,,,N,A,R,91273H10,0,0,1,4813,3,71,116,1,0,1984-02-16,2000-06-30,1984-02-16,2000-06-30,1984-02-16,2000-06-30,1984-02-16,2000-06-30
66157,1645,11,100,USB,U S BANCORP DEL,USB,522110,N,A,R,90297330,60001644,2104,1,6021,14,214,442,1,18,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1982-11-01,2024-12-31
66181,5085,11,100,HD,HOME DEPOT INC,HD,444110,N,A,R,43707610,60005082,6406,1,5211,8,164,440,1,36,1981-09-22,2024-12-31,1981-09-22,2024-12-31,1981-09-22,2024-12-31,1982-11-01,2024-12-31
66325,6412,11,100,SLM,S L M CORP,SLM,523150,Q,A,R,78442P10,60020091,26900,3,6141,13,134,340,1,267,1983-09-23,2024-12-31,1983-09-23,2024-12-31,1983-09-23,2024-12-31,1983-09-23,2024-12-31
66384,4879,11,100,WDC,WESTERN DIGITAL CORP,WDC,334112,Q,A,R,95810210,60020537,27434,3,3572,6,32,400,1,374,1973-01-26,2024-12-31,1973-01-26,2024-12-31,1973-01-26,2024-12-31,1982-11-01,2024-12-31
66800,137,11,100,AIG,AMERICAN INTERNATIONAL GROUP INC,AIG,524126,N,A,R,02687478,60000136,186,1,6331,9,203,449,1,25,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1982-11-01,2024-12-31
67467,20505,11,574,,BIG LOTS INC,BIG,455219,N,A,R,08930210,0,0,1,5331,9,41,418,1,0,1985-06-20,2024-09-06,1985-06-20,2024-09-06,1985-06-20,2024-09-06,1985-06-20,2024-09-06
67598,20891,18,100,DOC,HEALTHPEAK PROPERTIES INC,DOC,531110,N,A,R,42250P10,0,0,1,6798,8,162,415,1,0,1985-05-23,2024-12-31,1985-05-23,2024-12-31,1985-05-23,2024-12-31,1985-05-23,2024-12-31
68144,21691,11,231,,SUNTRUST BANKS INC,STI,522110,N,A,R,86791410,0,0,1,6021,5,141,353,1,0,1985-07-01,2019-12-06,1985-07-01,2019-12-06,1985-07-01,2019-12-06,1985-07-01,2019-12-06
68304,20282,11,231,,BEAR STEARNS COMPANIES INC,BSC,523120,N,A,R,07390210,0,0,1,6211,3,111,228,1,0,1985-10-29,2008-05-30,1985-10-29,2008-05-30,1985-10-29,2008-05-30,1985-10-29,2008-05-30
68347,6680,11,231,,COMPAQ COMPUTER CORP,CPQ,,N,A,R,20449310,60006655,8514,1,3571,4,23,152,1,128,1983-12-09,2002-05-03,1983-12-09,2002-05-03,1983-12-09,2002-05-03,1983-12-09,2002-05-03
68591,4278,11,241,,ST JUDE MEDICAL INC,STJ,334510,N,A,R,79084910,60004277,5430,1,3845,7,43,322,1,351,1977-02-09,2017-01-04,1977-02-09,2017-01-04,1977-02-09,2017-01-04,1982-11-01,2017-01-04
68857,20373,11,233,,CABLEVISION SYSTEMS CORP,CVC,515210,N,A,R,12686C10,0,0,1,4841,5,36,309,1,0,1986-01-17,2016-06-21,1986-01-17,2016-06-21,1986-01-17,2016-06-21,1986-01-17,2016-06-21
69032,21224,11,100,MS,MORGAN STANLEY DEAN WITTER & CO,MS,523150,N,A,R,61744644,0,0,1,6211,16,160,422,1,0,1986-03-21,2024-12-31,1986-03-21,2024-12-31,1986-03-21,2024-12-31,1986-03-21,2024-12-31
69550,3104,12,231,,MYLAN N V,MYL,325412,Q,A,R,N5946510,60019477,26108,3,2834,8,95,395,1,833,1973-02-23,2020-11-16,1973-02-23,2020-11-16,1973-02-23,2020-11-16,1982-11-01,2020-11-16
69607,5129,11,241,,SEAGATE TECHNOLOGY INC,,,N,A,R,81180410,60005126,6460,1,3572,3,5,131,1,612,1981-09-24,2000-11-21,1981-09-24,2000-11-21,1981-09-24,2000-11-21,1982-11-01,2000-11-21
69649,6137,11,100,RJF,RAYMOND JAMES FINANCIAL INC,RJF,523150,N,A,R,75473010,60006115,7677,1,6211,8,168,431,1,33,1983-07-01,2024-12-31,1983-07-01,2024-12-31,1983-07-01,2024-12-31,1983-07-01,2024-12-31
69796,1015,11,100,STZ,CONSTELLATION BRANDS INC,STZ,312130,N,A,R,21036P10,60011398,15594,1,2084,9,45,367,1,419,1986-07-14,2024-12-31,1986-07-14,2024-12-31,1986-07-14,2024-12-31,1986-07-14,2024-12-31
70033,20881,11,100,HOG,HARLEY DAVIDSON INC,HOG,336991,N,A,R,41282210,0,0,1,3751,7,132,417,1,0,1986-07-08,2024-12-31,1986-07-08,2024-12-31,1986-07-08,2024-12-31,1986-07-08,2024-12-31
70092,21037,11,100,KBH,K B HOME,KBH,236117,N,A,R,48666K10,0,0,1,1531,9,155,413,1,0,1986-08-01,2024-12-31,1986-08-01,2024-12-31,1986-08-01,2024-12-31,1986-08-01,2024-12-31
70229,4150,11,233,,SHARED MEDICAL SYSTEMS CORP,,,N,A,R,81948610,60004149,5259,1,7374,4,98,115,1,429,1976-06-29,2000-07-05,1976-06-29,2000-07-05,1976-06-29,2000-07-05,1982-11-01,2000-07-05
70308,20033,11,233,,AIRGAS INC,ARG,424690,N,A,R,00936310,0,0,1,5084,8,56,311,1,0,1986-12-19,2016-05-20,1986-12-19,2016-05-20,1986-12-19,2016-05-20,1986-12-19,2016-05-20
70332,20194,11,241,,ANADARKO PETROLEUM CORP,APC,211111,N,A,R,03251110,0,0,1,1321,5,136,344,1,0,1986-10-02,2019-08-08,1986-10-02,2019-08-08,1986-10-02,2019-08-08,1986-10-02,2019-08-08
70500,20469,11,241,,COCA COLA ENTERPRISES INC NEW,CCE,312111,N,A,R,19122T10,0,0,1,2086,6,122,307,1,0,1986-11-21,2016-05-27,1986-11-21,2016-05-27,1986-11-21,2016-05-27,1986-11-21,2016-05-27
70519,20483,11,100,C,CITIGROUP INC,C,522110,N,A,R,17296742,99995023,0,1,6021,17,156,423,1,0,1986-10-29,2024-12-31,1986-10-29,2024-12-31,1986-10-29,2024-12-31,1986-10-29,2024-12-31
70536,4108,11,233,,SIGMA ALDRICH CORP,SIAL,424690,Q,A,R,82655210,60004107,5212,3,2836,8,167,212,1,1708,1975-08-08,2015-11-17,1975-08-08,2015-11-17,1975-08-08,2015-11-17,1982-11-01,2015-11-17
70578,1467,11,100,ECL,ECOLAB INC,ECL,325611,N,A,R,27886510,60001466,1874,1,2841,10,213,447,1,67,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1982-11-01,2024-12-31
71175,21798,11,100,UNM,UNUM GROUP,UNM,524114,N,A,R,91529Y10,0,0,1,6321,7,155,411,1,0,1986-11-06,2024-12-31,1986-11-06,2024-12-31,1986-11-06,2024-12-31,1986-11-06,2024-12-31
71298,20065,12,100,GOLD,BARRICK GOLD CORP,GOLD,212220,N,A,R,06790110,60007379,9619,1,1041,12,112,417,1,90,1985-02-01,2024-12-31,1985-02-01,2024-12-31,1985-02-01,2024-12-31,1985-02-01,2024-12-31
71563,4163,11,100,TFC,TRUIST FINANCIAL CORP,TFC,522110,N,A,R,89832Q10,60004162,5272,1,6712,18,218,468,1,57,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1982-11-01,2024-12-31
71686,3987,11,231,,SOUTHTRUST CORP,SOTR,522110,Q,A,R,84473010,60003986,5069,3,6020,7,137,119,1,930,1972-12-14,2004-10-29,1972-12-14,2004-10-29,1972-12-14,2004-10-29,1982-11-01,2004-10-29
72726,4260,11,100,STT,STATE STREET CORP,STT,522110,N,A,R,85747710,60004259,5408,1,6022,7,215,438,1,252,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1972-12-14,2024-12-31,1982-11-01,2024-12-31
73139,4298,11,100,SYK,STRYKER CORP,SYK,339112,N,A,R,86366710,60004297,5453,1,3841,7,89,410,1,298,1979-05-02,2024-12-31,1979-05-02,2024-12-31,1979-05-02,2024-12-31,1982-11-01,2024-12-31
73940,4148,11,233,,SYMBOL TECHNOLOGIES INC,SBL,334119,N,A,R,87150810,60004147,5254,1,3577,6,26,225,1,167,1979-06-04,2007-01-09,1979-06-04,2007-01-09,1979-06-04,2007-01-09,1982-11-01,2007-01-09
75034,20253,11,100,BKR,BAKER HUGHES CO,BKR,561110,Q,A,R,05722G10,60076218,78324,3,3533,12,153,402,1,80,1987-04-24,2024-12-31,1987-04-24,2024-12-31,1987-04-24,2024-12-31,1987-04-24,2024-12-31
75100,21753,11,233,,TIFFANY & CO NEW,TIF,448310,N,A,R,88654710,0,0,1,5944,4,136,361,1,0,1987-05-05,2021-01-06,1987-05-05,2021-01-06,1987-05-05,2021-01-06,1987-05-05,2021-01-06
75107,20018,11,261,,ABIOMED INC,ABMD,334510,Q,A,R,00365410,60011581,15846,3,3840,5,3,255,1,1878,1987-07-29,2022-12-21,1987-07-29,2022-12-21,1987-07-29,2022-12-21,1987-07-29,2022-12-21
75154,20394,72,100,CCL,CARNIVAL CORP,CCL,483112,N,A,R,14365830,0,0,1,4481,10,130,410,1,0,1987-07-24,2024-12-31,1987-07-24,2024-12-31,1987-07-24,2024-12-31,1987-07-24,2024-12-31
75175,21128,11,100,MBI,M B I A INC,MBI,524126,N,A,R,55262C10,0,0,1,6351,4,86,405,1,0,1987-07-01,2024-12-31,1987-07-01,2024-12-31,1987-07-01,2024-12-31,1987-07-01,2024-12-31
75181,21416,12,233,,PLACER DOME INC,PDG,212221,N,A,R,72590610,0,0,1,1041,3,59,177,1,0,1987-08-27,2006-03-08,1987-08-27,2006-03-08,1987-08-27,2006-03-08,1987-08-27,2006-03-08
75186,21578,11,100,SCHW,SCHWAB CHARLES CORP NEW,SCHW,523150,N,A,R,80851310,60020008,26796,1,6211,10,152,410,1,458,1987-09-22,2024-12-31,1987-09-22,2024-12-31,1987-09-22,2024-12-31,1987-09-22,2024-12-31
75224,8741,11,233,,HARMAN INTL INDS INC NEW,HAR,334310,N,A,R,41308610,60008690,11548,1,3714,5,88,316,1,17,1986-11-14,2017-03-10,1986-11-14,2017-03-10,1986-11-14,2017-03-10,1986-11-14,2017-03-10
75241,21366,11,231,,PIONEER NATURAL RESOURCES CO,PXD,211120,N,A,R,72378710,0,0,1,1311,10,83,402,1,0,1987-12-22,2024-05-02,1987-12-22,2024-05-02,1987-12-22,2024-05-02,1987-12-22,2024-05-02
75257,4467,11,233,,TELLABS INC,TLAB,334210,Q,A,R,87966410,60004466,5666,3,3661,4,20,184,1,1986,1980-07-15,2013-12-03,1980-07-15,2013-12-03,1980-07-15,2013-12-03,1982-11-01,2013-12-03
75333,20351,11,241,,BURLINGTON RESOURCES INC,BR,211111,N,A,R,12201410,0,0,1,1311,4,75,175,1,0,1988-07-08,2006-03-31,1988-07-08,2006-03-31,1988-07-08,2006-03-31,1988-07-08,2006-03-31
75341,20609,18,231,,DUKE REALTY CORP,DRE,531110,N,A,R,26441150,0,0,1,6798,8,140,378,1,0,1988-08-31,2022-09-30,1988-08-31,2022-09-30,1988-08-31,2022-09-30,1988-08-31,2022-09-30
75489,10171,11,233,,STAPLES INC,SPLS,453210,Q,A,R,85503010,60010102,13633,3,5940,3,49,215,1,1859,1989-04-28,2017-09-12,1989-04-28,2017-09-12,1989-04-28,2017-09-12,1989-04-28,2017-09-12
75510,8476,11,100,ADBE,ADOBE INC,ADBE,513210,Q,A,R,00724F10,60008426,11171,3,7372,4,75,285,1,2189,1986-08-13,2024-12-31,1986-08-13,2024-12-31,1986-08-13,2024-12-31,1986-08-13,2024-12-31
75573,9798,11,100,ODP,O D P CORP,ODP,423420,Q,A,R,88337F10,60019663,26335,3,5940,7,23,394,1,408,1988-06-01,2024-12-31,1988-06-01,2024-12-31,1988-06-01,2024-12-31,1988-06-01,2024-12-31
75577,9735,11,233,,ALTERA CORP,ALTR,334413,Q,A,R,02144110,60009671,12970,3,3670,2,40,190,1,1952,1988-03-31,2015-12-24,1988-03-31,2015-12-24,1988-03-31,2015-12-24,1988-03-31,2015-12-24
75591,22075,11,100,IEX,IDEX CORP,IEX,333914,N,A,R,45167R10,0,0,1,3561,5,124,400,1,0,1989-06-02,2024-12-31,1989-06-02,2024-12-31,1989-06-02,2024-12-31,1989-06-02,2024-12-31
75592,22076,18,231,,PLUM CREEK TIMBER CO INC,PCL,113310,N,A,R,72925110,0,0,1,2439,9,108,297,1,0,1989-06-02,2016-02-19,1989-06-02,2016-02-19,1989-06-02,2016-02-19,1989-06-02,2016-02-19
75607,10224,11,100,GEN,GEN DIGITAL INC,GEN,541512,Q,A,R,66877110,60010154,13732,3,7372,6,53,279,1,2095,1989-06-23,2024-12-31,1989-06-23,2024-12-31,1989-06-23,2024-12-31,1989-06-23,2024-12-31
75625,22038,11,233,,ENTERASYS NETWORKS INC,ETS,334210,N,A,R,29363740,0,0,1,3661,6,6,176,1,0,1989-05-31,2006-03-01,1989-05-31,2006-03-01,1989-05-31,2006-03-01,1989-05-31,2006-03-01
75646,22092,11,241,,ALLERGAN INC,AGN,325412,N,A,R,01849010,0,0,1,2834,3,110,280,1,0,1989-07-27,2015-03-16,1989-07-27,2015-03-16,1989-07-27,2015-03-16,1989-07-27,2015-03-16
75694,10107,11,100,TECH,BIO TECHNE CORP,TECH,325414,Q,A,R,09073M10,60010038,13514,3,2836,4,68,266,1,1828,1989-02-09,2024-12-31,1989-02-09,2024-12-31,1989-02-09,2024-12-31,1989-02-09,2024-12-31
75789,22096,11,570,,FEDERAL HOME LOAN MORTGAGE CORP,FRE,522294,N,A,R,31340030,0,0,1,6111,3,78,224,1,0,1989-08-10,2010-07-07,1989-08-10,2010-07-07,1989-08-10,2010-07-07,1989-08-10,2010-07-07
